age,gender,height_m,weight_kg,bmi,BMIPCT,seatbelt,seatbelt2,ride_drunkdriver,drive_drunk,drive_text,carried_weapon,unsafe_school,bullied,sad,days_smoke,days_drink
15,male,1.83,61.24,18.3,20.85,most of the time,otherwise,no,0 times,0 days,yes,no,no,no,0,0
14,male,1.75,58.97,19.3,46.58,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,77.11,26.7,94.18,most of the time,otherwise,no,not drive,not drive,yes,yes,no,yes,30,30
16,male,1.6,62.14,24.3,83.51,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.6,49.9,19.5,50.22,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
15,male,1.63,44.45,16.7,4.43,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.7,80.74,27.9,96.75,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
17,male,1.8,56.7,17.5,2.7,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,58.97,19.3,25.61,sometimes,otherwise,no,not drive,not drive,no,yes,no,no,0,0
14,male,1.65,60.78,22.3,80.84,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.78,58.97,18.6,25.66,always,otherwise,no,not drive,not drive,yes,no,no,yes,0,0
17,female,1.6,52.16,20.4,40.44,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,female,1.55,44.45,18.5,33.96,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
14,female,1.7,60.33,20.9,65,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,72.58,26.7,92.1,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.65,70.31,25.8,86.52,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.75,63.5,20.7,45.37,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.7,77.57,26.8,89.66,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,61.24,22.5,74.19,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.52,39.01,16.9,12.28,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.57,72.58,29.4,95.98,always,otherwise,yes,0 times,0 days,no,yes,no,no,0,0
15,male,1.7,61.24,21.2,63.49,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.7,56.7,19.6,52.12,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.88,81.19,23,80.02,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.65,49.9,18.3,13.33,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
17,male,1.65,54.43,20,27.2,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.78,71.22,22.5,69.67,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,54.43,22.7,75.39,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
17,female,1.55,52.62,21.9,59.75,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
16,female,1.63,54.43,20.5,47.58,most of the time,otherwise,no,not drive,not drive,no,no,no,no,12,6
17,female,1.52,60.33,26.1,87.51,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.55,67.13,27.9,93.22,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,2
17,female,1.65,56.25,20.7,44.38,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,2
17,female,1.63,43.55,16.4,1.07,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.6,42.18,16.5,1.25,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.65,62.6,23,74.47,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,male,1.7,52.16,18,17.55,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.8,65.77,20.3,51.74,rarely,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.57,45.81,18.6,25.26,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.68,60.33,21.4,47.58,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.68,70.31,24.9,86.75,sometimes,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.7,63.5,22,55.75,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
15,male,1.6,54.43,21.3,64.33,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.68,58.97,20.9,50.27,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,74.39,23.5,72.48,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,77.11,25.2,87.9,rarely,otherwise,no,not drive,not drive,yes,no,yes,no,0,0
16,male,1.83,104.33,31.2,98.04,most of the time,otherwise,no,not drive,not drive,no,yes,no,no,0,0
15,male,1.73,55.34,18.5,23.83,most of the time,otherwise,no,not drive,not drive,yes,no,no,no,0,2
16,male,1.6,51.26,20,37.27,sometimes,otherwise,no,not drive,not drive,no,yes,yes,yes,0,2
15,female,1.65,73.48,27,92.75,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,3
14,female,1.68,70.76,25.1,90.01,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,53.98,19.8,45.26,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.57,56.7,23,77.8,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,2
14,female,1.57,52.62,21.3,69.61,always,otherwise,yes,not drive,not drive,no,no,no,yes,0,1
15,female,1.42,46.72,23.2,78.88,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.47,44.45,20.6,55.01,most of the time,otherwise,yes,not drive,not drive,no,yes,no,yes,0,4
15,female,1.5,77.11,34.3,98.41,sometimes,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
17,female,1.68,99.79,35.4,98.08,always,otherwise,no,0 times,0 days,no,no,no,yes,1,4
15,female,1.57,67.59,27.4,93.51,sometimes,otherwise,no,not drive,not drive,no,no,yes,yes,0,2
16,female,1.73,55.79,18.6,21.76,sometimes,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.57,83.92,34,97.65,sometimes,otherwise,yes,not drive,not drive,no,no,no,yes,27,15
15,female,1.5,72.58,32.3,97.74,sometimes,otherwise,yes,0 times,0 days,no,no,yes,no,1,4
17,female,1.63,61.24,23,70.79,always,otherwise,no,not drive,not drive,no,no,no,no,0,5
16,female,1.52,49.9,21.6,61.11,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.73,68.95,23,74.26,rarely,otherwise,yes,0 times,all 30 days,no,no,yes,no,0,7
16,male,1.63,52.16,19.6,31.26,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,64.86,21.7,60.64,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,1
17,male,1.7,63.05,21.8,53.69,always,otherwise,yes,0 times,1 or 2 days,yes,no,no,no,0,1
16,male,1.7,58.97,20.4,43.09,most of the time,otherwise,no,0 times,0 days,yes,no,no,no,30,8
16,male,1.8,77.11,23.8,80.6,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,56.7,18.9,21.17,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.6,81.65,31.9,98.38,rarely,otherwise,no,0 times,0 days,yes,no,no,yes,0,0
16,male,1.63,70.76,26.6,92.55,most of the time,otherwise,no,0 times,all 30 days,no,yes,yes,yes,0,0
17,male,1.75,54.89,17.9,4.8,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,76.66,25,90.1,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.7,58.97,20.4,43.09,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,male,1.98,99.34,25.3,88.54,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.78,68.04,21.5,66.75,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.65,66.23,24.3,87.46,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.63,64.86,24.4,87.81,rarely,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.65,58.51,21.5,58.38,always,otherwise,yes,not drive,not drive,no,yes,yes,yes,0,0
15,male,1.8,91.17,28.1,96.23,always,otherwise,no,0 times,0 days,yes,yes,yes,no,0,0
14,male,1.8,58.97,18.2,29.46,most of the time,otherwise,no,not drive,not drive,no,yes,yes,yes,0,0
15,male,1.7,56.7,19.6,41.48,always,otherwise,yes,not drive,not drive,no,no,yes,yes,0,0
14,male,1.7,49.9,17.3,15.42,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.7,54.43,18.8,29.09,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.85,86.18,25.2,90.58,always,otherwise,no,0 times,0 days,no,yes,no,no,0,0
13,female,1.65,62.6,23,85.26,always,otherwise,no,not drive,not drive,no,no,no,no,0,4
14,female,1.57,59.88,24.3,87.5,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,female,1.65,68.04,25,89.79,most of the time,otherwise,no,0 times,0 days,no,yes,no,no,0,0
14,female,1.57,55.34,22.5,78.27,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.65,61.24,22.5,74.19,most of the time,otherwise,yes,not drive,not drive,no,no,yes,no,0,2
14,female,1.57,49.9,20.2,57.92,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
14,female,1.6,56.25,22,74.86,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,59.42,21.8,68.56,sometimes,otherwise,yes,not drive,not drive,no,no,no,yes,0,8
16,female,1.7,85.73,29.7,95.44,always,otherwise,no,0 times,0 days,no,yes,no,yes,3,4
14,female,1.63,75.75,28.5,95.93,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.73,88.91,29.7,96.48,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,83.92,24.5,80.61,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,3,0
17,male,1.6,54.43,21.3,45.95,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.8,70.76,21.8,62.68,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.57,61.69,25,85.44,rarely,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.52,77.11,33.4,97.78,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
17,female,1.7,58.97,20.4,40.85,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.57,48.08,19.5,28.16,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.65,63.96,23.5,74.25,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.65,61.24,22.5,69.87,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
16,female,1.52,74.84,32.4,97.36,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.52,43.55,18.8,24.59,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.57,49.44,20.1,48.4,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.68,61.24,21.7,62.19,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
15,female,1.65,39.92,14.7,0.13,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.5,56.7,25.2,88.26,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,46.72,19.4,39.9,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.6,53.52,20.9,59.02,most of the time,otherwise,yes,not drive,not drive,no,no,yes,yes,5,7
16,female,1.63,54.89,20.7,49.86,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.68,68.95,24.4,85.39,always,otherwise,no,0 times,0 days,yes,no,no,no,0,0
15,female,1.65,58.06,21.3,63.64,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,55.79,21.8,63.19,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.7,65.77,22.8,76.13,always,otherwise,no,0 times,0 days,no,no,no,no,0,1
15,female,1.65,48.54,17.8,17.34,always,otherwise,yes,not drive,not drive,no,no,yes,no,0,0
17,female,1.73,81.65,27.3,90.75,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.65,63.5,23.3,79.82,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.63,45.36,17.1,9.14,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.6,55.79,21.8,68.25,always,otherwise,no,not drive,not drive,no,no,no,no,0,3
15,female,1.63,55.79,21,60.07,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,58.97,20.4,53.25,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.68,58.97,20.9,59.83,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,79.38,24.5,88.17,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.68,54.43,19.3,26.05,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,74.84,24.4,87.92,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,60.78,19.8,34.55,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.63,54.43,20.5,54.39,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.73,81.65,27.3,95.16,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.85,58.97,17.2,4.01,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.83,58.97,17.6,12.1,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,male,1.73,63.5,21.2,54.77,most of the time,otherwise,yes,0 times,all 30 days,no,no,no,yes,0,0
15,female,1.55,45.36,18.9,31.73,most of the time,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
15,female,1.6,63.05,24.6,86.2,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,4
15,female,1.5,74.84,33.3,98.11,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.55,74.84,31.2,96.65,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,male,1.7,63.5,22,71.86,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.65,65.77,24.2,81.38,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
15,female,1.57,53.98,21.9,69.23,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,10
16,female,1.57,55.79,22.6,71.06,most of the time,otherwise,yes,not drive,not drive,no,no,yes,yes,0,2
15,female,1.57,58.06,23.6,81.14,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.63,59.42,22.4,73.18,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
15,female,1.6,73.48,28.7,95.24,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.73,53.52,17.9,15.38,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.63,66.23,24.9,89.75,sometimes,otherwise,yes,not drive,not drive,yes,no,yes,yes,0,0
15,male,1.75,66.23,21.6,68.38,most of the time,otherwise,yes,0 times,0 days,yes,no,no,no,0,9
15,male,1.73,71.22,23.8,84.97,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.88,104.33,29.5,96.27,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,2
16,male,1.78,55.79,17.6,6.48,sometimes,otherwise,no,0 times,0 days,yes,no,no,no,0,0
15,male,1.78,54.43,17.2,7.78,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,68.49,24.3,87.2,most of the time,otherwise,no,not drive,not drive,no,no,no,no,30,30
16,male,1.78,54.89,17.3,4.55,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.73,68.49,22.9,79.41,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,2
16,female,1.55,54.43,22.7,71.25,sometimes,otherwise,no,0 times,1 or 2 days,no,no,yes,yes,0,2
15,female,1.65,51.71,19,33.36,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.5,52.16,23.2,75.32,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,58.97,23.9,83.08,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.63,72.58,27.3,90.83,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.57,81.65,33.1,98.06,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,1
15,female,1.7,56.7,19.6,42.36,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,7
15,female,1.7,56.7,19.6,42.36,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.6,81.65,31.9,97.58,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,0,8
15,female,1.63,63.96,24.1,83.8,sometimes,otherwise,no,not drive,not drive,no,no,no,no,2,1
17,female,1.55,56.7,23.6,75.02,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.78,64.41,20.3,32.13,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
16,male,1.73,63.5,21.2,54.77,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.83,88.91,26.5,90.28,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.75,77.11,25.2,84.51,always,otherwise,no,0 times,all 30 days,no,no,no,no,0,2
17,male,1.8,84.82,26.2,88.99,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,63.5,20.7,57.76,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,male,1.8,84.37,26,90.94,rarely,otherwise,no,not drive,not drive,yes,no,no,no,0,5
17,male,1.85,61.24,17.9,4.63,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.6,52.62,20.6,48.49,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.7,58.97,20.4,46.48,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,62.6,25.4,88.89,always,otherwise,no,not drive,not drive,no,yes,yes,yes,0,0
15,female,1.7,43.09,14.9,0.25,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
16,female,1.6,65.77,25.7,87.88,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,0,1
16,female,1.7,54.43,18.8,24.37,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.7,74.84,25.9,86.77,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
16,female,1.6,54.43,21.3,57.32,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,female,1.5,70.76,31.4,96.84,never,never,yes,6 or more times,all 30 days,yes,no,no,no,30,30
15,female,1.73,85.28,28.5,95,always,otherwise,yes,0 times,0 days,no,yes,yes,yes,0,0
17,male,1.78,53.52,16.9,0.97,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.65,61.24,22.5,62.23,most of the time,otherwise,no,not drive,not drive,yes,no,no,yes,0,1
17,male,1.75,75.75,24.7,81.98,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
17,male,1.7,62.6,21.7,51.58,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,76.66,23.7,84.25,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,61.24,20,27.25,always,otherwise,no,not drive,not drive,no,yes,no,no,0,0
16,male,1.85,74.84,21.9,63,always,otherwise,no,0 times,0 days,yes,no,no,no,0,9
15,male,1.73,58.97,19.7,42.79,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.96,80.29,20.9,68.54,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.7,79.83,27.6,96.46,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.78,63.5,20,47.96,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,1
15,female,1.65,58.97,21.7,67,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
16,female,1.63,68.04,25.6,87.6,sometimes,otherwise,yes,0 times,0 days,no,yes,yes,yes,0,2
16,female,1.55,63.5,26.4,90.06,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,1
14,female,1.6,44.45,17.4,17.94,rarely,otherwise,no,not drive,not drive,no,yes,no,yes,0,3
15,female,1.63,64.86,24.4,85.31,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,female,1.55,59.88,24.9,89.59,sometimes,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
14,female,1.55,49.9,20.8,63.89,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.63,62.14,23.4,76.75,sometimes,otherwise,no,not drive,not drive,yes,no,no,yes,0,2
14,female,1.57,56.25,22.8,80.58,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,6
17,female,1.8,67.13,20.7,45.16,most of the time,otherwise,yes,0 times,0 days,no,no,no,yes,0,13
14,female,1.7,72.12,25,89.68,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.52,50.35,21.8,68.25,always,otherwise,no,not drive,not drive,no,no,no,no,0,5
14,female,1.6,49.9,19.5,48.22,rarely,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,female,1.63,68.95,26,88.7,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.63,47.63,17.9,18.56,most of the time,otherwise,yes,not drive,not drive,yes,yes,no,no,0,0
15,female,1.65,68.04,25,87.56,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.63,65.32,24.6,88.52,rarely,otherwise,yes,not drive,not drive,no,no,no,no,0,2
15,male,1.78,58.97,18.6,25.66,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,70.31,23,74.16,most of the time,otherwise,no,0 times,3 to 5 days,yes,no,no,no,0,9
14,male,1.55,42.18,17.6,19.46,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.83,61.24,18.3,30.86,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,99.79,30.8,98.14,never,never,no,0 times,0 days,no,no,no,no,0,0
14,male,1.83,80.29,24,89.15,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.57,63.5,25.8,93.9,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.68,79.38,28.1,96.22,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.78,78.47,24.8,91.64,most of the time,otherwise,no,not drive,not drive,yes,no,no,no,2,8
14,male,1.73,52.16,17.4,17.62,sometimes,otherwise,yes,not drive,not drive,no,no,no,no,0,5
17,male,1.88,97.52,27.6,93.13,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,73.94,24.1,86.65,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,72.12,28.2,92.55,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.63,77.11,29,94.74,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,51.71,21.5,55.41,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.7,49.9,17.3,4.32,always,otherwise,yes,1 time,all 30 days,no,no,no,no,0,1
16,female,1.65,54.43,20,40.79,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,4
17,female,1.57,48.99,19.9,33.38,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.93,120.2,32.3,98.52,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.73,88.91,29.7,96.48,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.96,73.03,19,14.3,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.6,69.4,27.1,91.95,always,otherwise,yes,not drive,not drive,no,no,yes,yes,0,0
16,male,1.88,81.19,23,74.28,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
16,male,1.73,108.86,36.4,99.4,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,70.31,23,74.16,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.85,77.11,22.5,70.18,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.85,97.52,28.5,95.85,always,otherwise,no,0 times,0 days,no,no,no,no,0,3
15,female,1.55,47.63,19.8,45.23,always,otherwise,no,not drive,not drive,no,yes,no,yes,0,0
15,female,1.52,65.77,28.5,94.97,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.57,51.26,20.8,46.2,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.55,55.34,23,74.23,sometimes,otherwise,yes,0 times,0 days,no,no,no,no,0,0
15,female,1.57,40.82,16.6,5.17,never,never,no,0 times,0 days,no,no,no,yes,0,1
16,female,1.55,45.36,18.9,25.01,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,1
15,female,1.68,63.5,22.5,74.22,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,63.5,24.8,84.5,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,0,1
16,female,1.63,51.71,19.5,33.24,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.88,107.05,30.3,97.53,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,1,4
16,male,1.85,65.77,19.2,25.05,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.83,72.58,21.7,60.66,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,male,1.75,52.16,17,3.02,never,never,no,not drive,not drive,no,no,no,no,0,1
15,male,1.75,54.43,17.8,14.03,most of the time,otherwise,no,not drive,not drive,yes,no,no,no,0,1
15,male,1.63,45.36,17.1,6.88,always,otherwise,no,6 or more times,all 30 days,yes,no,no,no,0,5
16,male,1.83,68.95,20.6,45.84,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.8,70.31,21.7,61,always,otherwise,no,not drive,not drive,yes,no,no,no,0,1
17,female,1.75,64.41,21,49.3,always,otherwise,no,0 times,0 days,no,yes,yes,no,0,0
17,female,1.7,91.17,31.5,96.37,most of the time,otherwise,yes,0 times,0 days,no,no,yes,yes,0,3
17,female,1.52,76.66,33.2,97.29,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.63,69.85,26.3,88.08,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.85,70.31,20.5,35.33,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.8,74.84,23.1,68.83,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.75,59.88,19.6,21.05,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,5
15,female,1.6,84.37,33,98.01,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.55,53.98,22.5,69.65,always,otherwise,no,0 times,0 days,no,no,no,yes,0,1
16,female,1.52,72.58,31.4,96.82,always,otherwise,no,0 times,all 30 days,no,no,yes,no,0,1
15,female,1.63,86.18,32.4,97.81,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
14,female,1.63,77.11,29,96.38,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
